55.0,33.07665020506428,-111.97500958869318
56.0,33.076687819063196,-111.97483979877083
57.0,33.076723434750356,-111.97500978592004
58.0,33.076759731424275,-111.97483889926585
59.0,33.07679442924215,-111.9750097656466
60.0,33.07683175190166,-111.97483916872362
61.0,33.076866069328375,-111.97501023460421
62.0,33.07690411685744,-111.97483921699974
63.0,33.076938878220474,-111.97501003079489
64.0,33.076975848920725,-111.97483830479442
65.0,33.077011178783124,-111.97501023920553
66.0,33.077048503821594,-111.97483818485503
67.0,33.077083573639264,-111.97500992369599
68.0,33.077120768980095,-111.97483830702895
69.0,33.07715541641153,-111.97500984850772
70.0,33.077193071888715,-111.9748382153504
71.0,33.077227420183846,-111.97500994651367
72.0,33.07726506706316,-111.97483825955477
73.0,33.07729924433017,-111.97500994611767
74.0,33.07733667450541,-111.97483828877026
75.0,33.077371446434114,-111.9750100570286
76.0,33.07740917298087,-111.97483856351431
77.0,33.07744407385226,-111.97500999050307
78.0,33.077480898170464,-111.97483852975061
79.0,33.07751589014997,-111.97500984003517
80.0,33.07755400552095,-111.97483822196816
81.0,33.07758785817743,-111.97500989480054
82.0,33.077626991520084,-111.97483843781377
83.0,33.07765989050959,-111.97500980028678
84.0,33.07769777155949,-111.97483815792971
85.0,33.07773214987471,-111.97501758277241
86.0,33.077770541185785,-111.97483836067836
87.0,33.07787605990408,-111.97500948541175
88.0,33.077842988641535,-111.97483823846682
89.0,33.077876060071624,-111.97500946398637
90.0,33.07791449686873,-111.97483826660034
91.0,33.07794805071191,-111.97501008683084
92.0,33.07798759100738,-111.97483849436121
93.0,33.07801948279107,-111.97500947144773
94.0,33.07805534893889,-111.97483827756956
