Field,Species,Experiment,Revised_irrigation_treatment,Range,Column,Plot,Rep,Type,SbEMS_ID,PI_accession,Harvest_Id,PI_check,,
south,Sorghum bicolor,EMS_pop,WW,07,19,0719,1,experimental,931,PI 677978,WL19_FL58_SbEMS_BL25,PI 677978,,
south,Sorghum bicolor,EMS_pop,WW,07,20,0720,1,experimental,2576,PI 678142,WL19_FL58_SbEMS_BL64,PI 678142,,
south,Sorghum bicolor,EMS_pop,WW,07,21,0721,1,experimental,1092,PI 677996,WL19_FL58_SbEMS_BL498,PI 677996,,
south,Sorghum bicolor,EMS_pop,WW,07,22,0722,1,experimental,58,PI 677888,WL19_FL58_SbEMS_BL10,PI 677888,,
south,Sorghum bicolor,EMS_pop,WW,07,23,0723,1,experimental,1562,PI 678044,WL19_FL58_SbEMS_BL367,PI 678044,,
south,Sorghum bicolor,EMS_pop,WW,07,24,0724,1,experimental,3707,PI 678257,WL19_FL58_SbEMS_BL272,PI 678257,,
south,Sorghum bicolor,EMS_pop,WW,07,25,0725,1,experimental,2313,PI 678118,WL19_FL58_SbEMS_BL428,PI 678118,,
south,Sorghum bicolor,EMS_pop,WW,07,26,0726,1,experimental,1050,PI 677994,WL19_FL58_SbEMS_BL580,PI 677994,,
south,Sorghum bicolor,EMS_pop,WW,07,27,0727,1,experimental,1199,PI 678005,WL19_FL58_SbEMS_BL139,PI 678005,,
south,Sorghum bicolor,EMS_pop,WW,07,28,0728,1,experimental,116,PI 677893,WL19_FL58_SbEMS_BL405,PI 677893,,
south,Sorghum bicolor,EMS_pop,WW,07,29,0729,1,experimental,1555,PI 678040,WL19_FL58_SbEMS_BL527,PI 678040,,
south,Sorghum bicolor,EMS_pop,WW,07,30,0730,1,experimental,60,PI 677889,WL19_FL58_SbEMS_BL566,PI 677889,,
south,Sorghum bicolor,EMS_pop,WW,07,31,0731,1,experimental,517,PI 677933,WL19_FL58_SbEMS_BL37,PI 677933,,
south,Sorghum bicolor,EMS_pop,WW,07,32,0732,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,08,01,0801,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,08,02,0802,1,experimental,1992,PI 678087,WL19_FL58_SbEMS_BL474,PI 678087,,
south,Sorghum bicolor,EMS_pop,WW,08,03,0803,1,experimental,4309,PI 678319,WL19_FL58_SbEMS_BL175,PI 678319,,
south,Sorghum bicolor,EMS_pop,WW,08,04,0804,1,experimental,2518,PI 678135,WL19_FL58_SbEMS_BL344,PI 678135,,
south,Sorghum bicolor,EMS_pop,WW,08,05,0805,1,experimental,571,PI 677937,WL19_FL58_SbEMS_BL473,PI 677937,,
south,Sorghum bicolor,EMS_pop,WW,08,06,0806,1,experimental,3363,PI 678224,WL19_FL58_SbEMS_BL398,PI 678224,,
south,Sorghum bicolor,EMS_pop,WW,08,07,0807,1,experimental,3609,PI 678247,WL19_FL58_SbEMS_BL75,PI 678247,,
south,Sorghum bicolor,EMS_pop,WW,08,08,0808,1,experimental,1249,PI 678010,WL19_FL58_SbEMS_BL535,PI 678010,,
south,Sorghum bicolor,EMS_pop,WW,08,09,0809,1,experimental,679,PI 677956,WL19_FL58_SbEMS_BL310,PI 677956,,
south,Sorghum bicolor,EMS_pop,WW,08,10,0810,1,experimental,3470,PI 678235,WL19_FL58_SbEMS_BL555,PI 678235,,
south,Sorghum bicolor,EMS_pop,WW,08,11,0811,1,experimental,4259,PI 678314,WL19_FL58_SbEMS_BL375,PI 678314,,
south,Sorghum bicolor,EMS_pop,WW,08,12,0812,1,experimental,3764,PI 678268,WL19_FL58_SbEMS_BL425,PI 678268,,
south,Sorghum bicolor,EMS_pop,WW,08,13,0813,1,experimental,1046,PI 677992,WL19_FL58_SbEMS_BL61,PI 677992,,
south,Sorghum bicolor,EMS_pop,WW,08,14,0814,1,experimental,3011,PI 678192,WL19_FL58_SbEMS_BL445,PI 678192,,
south,Sorghum bicolor,EMS_pop,WW,08,15,0815,1,experimental,2149,PI 678099,WL19_FL58_SbEMS_BL591,PI 678099,,
south,Sorghum bicolor,EMS_pop,WW,08,16,0816,1,experimental,1820,PI 678072,WL19_FL58_SbEMS_BL477,PI 678072,,
south,Sorghum bicolor,EMS_pop,WW,08,17,0817,1,experimental,2155,PI 678100,WL19_FL58_SbEMS_BL551,PI 678100,,
south,Sorghum bicolor,EMS_pop,WW,08,18,0818,1,experimental,3911,PI 678284,WL19_FL58_SbEMS_BL382,PI 678284,,
south,Sorghum bicolor,EMS_pop,WW,08,19,0819,1,experimental,3915,PI 678286,WL19_FL58_SbEMS_BL304,PI 678286,,
south,Sorghum bicolor,EMS_pop,WW,08,20,0820,1,experimental,4258,PI 678313,WL19_FL58_SbEMS_BL415,PI 678313,,
south,Sorghum bicolor,EMS_pop,WW,08,21,0821,1,experimental,2712,PI 678154,WL19_FL58_SbEMS_BL177,PI 678154,,
south,Sorghum bicolor,EMS_pop,WW,08,22,0822,1,experimental,815,PI 677968,WL19_FL58_SbEMS_BL426,PI 677968,,
south,Sorghum bicolor,EMS_pop,WW,08,23,0823,1,experimental,1148,PI 678002,WL19_FL58_SbEMS_BL259,PI 678002,,
south,Sorghum bicolor,EMS_pop,WW,08,24,0824,1,experimental,992,PI 677988,WL19_FL58_SbEMS_BL223,PI 677988,,
south,Sorghum bicolor,EMS_pop,WW,08,25,0825,1,experimental,3864,PI 678283,WL19_FL58_SbEMS_BL424,PI 678283,,
south,Sorghum bicolor,EMS_pop,WW,08,26,0826,1,experimental,5115,PI 678363,WL19_FL58_SbEMS_BL204,PI 678363,,
south,Sorghum bicolor,EMS_pop,WW,08,27,0827,1,experimental,2251,PI 678112,WL19_FL58_SbEMS_BL71,PI 678112,,
south,Sorghum bicolor,EMS_pop,WW,08,28,0828,1,experimental,4688,PI 678353,WL19_FL58_SbEMS_BL8,PI 678353,,
south,Sorghum bicolor,EMS_pop,WW,08,29,0829,1,experimental,2404,PI 678126,WL19_FL58_SbEMS_BL105,PI 678126,,
south,Sorghum bicolor,EMS_pop,WW,08,30,0830,1,experimental,3268,PI 678216,WL19_FL58_SbEMS_BL83,PI 678216,,
south,Sorghum bicolor,EMS_pop,WW,08,31,0831,1,experimental,1561,PI 678043,WL19_FL58_SbEMS_BL407,PI 678043,,
south,Sorghum bicolor,EMS_pop,WW,08,32,0832,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,09,01,0901,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,09,02,0902,1,experimental,120,PI 677895,WL19_FL58_SbEMS_BL325,PI 677895,,
south,Sorghum bicolor,EMS_pop,WW,09,03,0903,1,experimental,5850,PI 678368,WL19_FL58_SbEMS_BL2,PI 678368,,
south,Sorghum bicolor,EMS_pop,WW,09,04,0904,1,experimental,323,PI 677913,WL19_FL58_SbEMS_BL201,PI 677913,,
south,Sorghum bicolor,EMS_pop,WW,09,05,0905,1,experimental,2362,PI 678123,WL19_FL58_SbEMS_BL228,PI 678123,,
south,Sorghum bicolor,EMS_pop,WW,09,06,0906,1,experimental,1250,PI 678011,WL19_FL58_SbEMS_BL493,PI 678011,,
south,Sorghum bicolor,EMS_pop,WW,09,07,0907,1,experimental,3115,PI 678202,WL19_FL58_SbEMS_BL48,PI 678202,,
south,Sorghum bicolor,EMS_pop,WW,09,08,0908,1,experimental,662,PI 677955,WL19_FL58_SbEMS_BL351,PI 677955,,
south,Sorghum bicolor,EMS_pop,WW,09,09,0909,1,experimental,4058,PI 678297,WL19_FL58_SbEMS_BL457,PI 678297,,
south,Sorghum bicolor,EMS_pop,WW,09,10,0910,1,experimental,4559,PI 678345,WL19_FL58_SbEMS_BL326,PI 678345,,
south,Sorghum bicolor,EMS_pop,WW,09,11,0911,1,experimental,4557,PI 678344,WL19_FL58_SbEMS_BL365,PI 678344,,
south,Sorghum bicolor,EMS_pop,WW,09,12,0912,1,experimental,3963,PI 678290,WL19_FL58_SbEMS_BL142,PI 678290,,
south,Sorghum bicolor,EMS_pop,WW,09,13,0913,1,experimental,2038,PI 678089,WL19_FL58_SbEMS_BL396,PI 678089,,
south,Sorghum bicolor,EMS_pop,WW,09,14,0914,1,experimental,4108,PI 678304,WL19_FL58_SbEMS_BL178,PI 678304,,
south,Sorghum bicolor,EMS_pop,WW,09,15,0915,1,experimental,251,PI 677904,WL19_FL58_SbEMS_BL563,PI 677904,,
south,Sorghum bicolor,EMS_pop,WW,09,16,0916,1,experimental,4313,PI 678322,WL19_FL58_SbEMS_BL54,PI 678322,,
south,Sorghum bicolor,EMS_pop,WW,09,17,0917,1,experimental,3092,PI 678197,WL19_FL58_SbEMS_BL246,PI 678197,,
south,Sorghum bicolor,EMS_pop,WW,09,18,0918,1,experimental,1611,PI 678050,WL19_FL58_SbEMS_BL126,PI 678050,,
south,Sorghum bicolor,EMS_pop,WW,09,19,0919,1,experimental,460,PI 677927,WL19_FL58_SbEMS_BL277,PI 677927,,
south,Sorghum bicolor,EMS_pop,WW,09,20,0920,1,experimental,251,PI 677904,WL19_FL58_SbEMS_BL563,PI 677904,,
south,Sorghum bicolor,EMS_pop,WW,09,21,0921,1,experimental,3516,PI 678240,WL19_FL58_SbEMS_BL355,PI 678240,,
south,Sorghum bicolor,EMS_pop,WW,09,22,0922,1,experimental,1877,PI 678078,WL19_FL58_SbEMS_BL239,PI 678078,,
south,Sorghum bicolor,EMS_pop,WW,09,23,0923,1,experimental,458,PI 677925,WL19_FL58_SbEMS_BL357,PI 677925,,
south,Sorghum bicolor,EMS_pop,WW,09,24,0924,1,experimental,1454,PI 678031,WL19_FL58_SbEMS_BL289,PI 678031,,
south,Sorghum bicolor,EMS_pop,WW,09,25,0925,1,experimental,2811,PI 678167,WL19_FL58_SbEMS_BL254,PI 678167,,
south,Sorghum bicolor,EMS_pop,WW,09,26,0926,1,experimental,4411,PI 678332,WL19_FL58_SbEMS_BL251,PI 678332,,
south,Sorghum bicolor,EMS_pop,WW,09,27,0927,1,experimental,697,PI 677960,WL19_FL58_SbEMS_BL152,PI 677960,,
south,Sorghum bicolor,EMS_pop,WW,09,28,0928,1,experimental,2927,PI 678180,WL19_FL58_SbEMS_BL329,PI 678180,,
south,Sorghum bicolor,EMS_pop,WW,09,29,0929,1,experimental,1658,PI 678053,WL19_FL58_SbEMS_BL5,PI 678053,,
south,Sorghum bicolor,EMS_pop,WW,09,30,0930,1,experimental,3155,PI 678203,WL19_FL58_SbEMS_BL7,PI 678203,,
south,Sorghum bicolor,EMS_pop,WW,09,31,0931,1,experimental,1150,PI 678004,WL19_FL58_SbEMS_BL180,PI 678004,,
south,Sorghum bicolor,EMS_pop,WW,09,32,0932,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,10,01,1001,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,10,02,1002,1,experimental,646,PI 677950,WL19_FL58_SbEMS_BL549,PI 677950,,
south,Sorghum bicolor,EMS_pop,WW,10,03,1003,1,experimental,3472,PI 678236,WL19_FL58_SbEMS_BL515,PI 678236,,
south,Sorghum bicolor,EMS_pop,WW,10,04,1004,1,experimental,4263,PI 678316,WL19_FL58_SbEMS_BL296,PI 678316,,
south,Sorghum bicolor,EMS_pop,WW,10,05,1005,1,experimental,1666,PI 678057,WL19_FL58_SbEMS_BL444,PI 678057,,
south,Sorghum bicolor,EMS_pop,WW,10,06,1006,1,experimental,1043,PI 677990,WL19_FL58_SbEMS_BL143,PI 677990,,
south,Sorghum bicolor,EMS_pop,WW,10,07,1007,1,experimental,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,10,08,1008,1,experimental,2199,PI 678103,WL19_FL58_SbEMS_BL429,PI 678103,,
south,Sorghum bicolor,EMS_pop,WW,10,09,1009,1,experimental,3711,PI 678261,WL19_FL58_SbEMS_BL109,PI 678261,,
south,Sorghum bicolor,EMS_pop,WW,10,10,1010,1,experimental,3414,PI 678228,WL19_FL58_SbEMS_BL240,PI 678228,,
south,Sorghum bicolor,EMS_pop,WW,10,11,1011,1,experimental,813,PI 677966,WL19_FL58_SbEMS_BL506,PI 677966,,
south,Sorghum bicolor,EMS_pop,WW,10,12,1012,1,experimental,2660,PI 678147,WL19_FL58_SbEMS_BL460,PI 678147,,
south,Sorghum bicolor,EMS_pop,WW,10,13,1013,1,experimental,3760,PI 678264,WL19_FL58_SbEMS_BL588,PI 678264,,
south,Sorghum bicolor,EMS_pop,WW,10,14,1014,1,experimental,4012,PI 678293,WL19_FL58_SbEMS_BL24,PI 678293,,
south,Sorghum bicolor,EMS_pop,WW,10,15,1015,1,experimental,2853,PI 678169,WL19_FL58_SbEMS_BL174,PI 678169,,
south,Sorghum bicolor,EMS_pop,WW,10,16,1016,1,experimental,3966,PI 678292,WL19_FL58_SbEMS_BL63,PI 678292,,
south,Sorghum bicolor,EMS_pop,WW,10,17,1017,1,experimental,3308,PI 678218,WL19_FL58_SbEMS_BL3,PI 678218,,
south,Sorghum bicolor,EMS_pop,WW,10,18,1018,1,experimental,2457,PI 678129,WL19_FL58_SbEMS_BL582,PI 678129,,
south,Sorghum bicolor,EMS_pop,WW,10,19,1019,1,experimental,630,PI 677945,WL19_FL58_SbEMS_BL155,PI 677945,,
south,Sorghum bicolor,EMS_pop,WW,10,20,1020,1,experimental,4605,PI 678347,WL19_FL58_SbEMS_BL248,PI 678347,,
south,Sorghum bicolor,EMS_pop,WW,10,21,1021,1,experimental,122,PI 677897,WL19_FL58_SbEMS_BL245,PI 677897,,
south,Sorghum bicolor,EMS_pop,WW,10,22,1022,1,experimental,2952,PI 678182,WL19_FL58_SbEMS_BL249,PI 678182,,
south,Sorghum bicolor,EMS_pop,WW,10,23,1023,1,experimental,4367,PI 678327,WL19_FL58_SbEMS_BL451,PI 678327,,
south,Sorghum bicolor,EMS_pop,WW,10,24,1024,1,experimental,453,PI 677922,WL19_FL58_SbEMS_BL480,PI 677922,,
south,Sorghum bicolor,EMS_pop,WW,10,25,1025,1,experimental,4310,PI 678320,WL19_FL58_SbEMS_BL136,PI 678320,,
south,Sorghum bicolor,EMS_pop,WW,10,26,1026,1,experimental,3318,PI 678222,WL19_FL58_SbEMS_BL479,PI 678222,,
south,Sorghum bicolor,EMS_pop,WW,10,27,1027,1,experimental,3863,PI 678282,WL19_FL58_SbEMS_BL464,PI 678282,,
south,Sorghum bicolor,EMS_pop,WW,10,28,1028,1,experimental,4463,PI 678334,WL19_FL58_SbEMS_BL169,PI 678334,,
south,Sorghum bicolor,EMS_pop,WW,10,29,1029,1,experimental,2574,PI 678140,WL19_FL58_SbEMS_BL141,PI 678140,,
south,Sorghum bicolor,EMS_pop,WW,10,30,1030,1,experimental,1250,PI 678011,WL19_FL58_SbEMS_BL493,PI 678011,,
south,Sorghum bicolor,EMS_pop,WW,10,31,1031,1,experimental,575,PI 677938,WL19_FL58_SbEMS_BL433,PI 677938,,
south,Sorghum bicolor,EMS_pop,WW,10,32,1032,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,11,01,1101,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,11,02,1102,1,experimental,2247,PI 678109,WL19_FL58_SbEMS_BL189,PI 678109,,
south,Sorghum bicolor,EMS_pop,WW,11,03,1103,1,experimental,2513,PI 678133,WL19_FL58_SbEMS_BL423,PI 678133,,
south,Sorghum bicolor,EMS_pop,WW,11,04,1104,1,experimental,1609,PI 678048,WL19_FL58_SbEMS_BL206,PI 678048,,
south,Sorghum bicolor,EMS_pop,WW,11,05,1105,1,experimental,640,PI 677946,WL19_FL58_SbEMS_BL116,PI 677946,,
south,Sorghum bicolor,EMS_pop,WW,11,06,1106,1,experimental,2311,PI 678116,WL19_FL58_SbEMS_BL507,PI 678116,,
south,Sorghum bicolor,EMS_pop,WW,11,07,1107,1,experimental,2572,PI 678138,WL19_FL58_SbEMS_BL222,PI 678138,,
south,Sorghum bicolor,EMS_pop,WW,11,08,1108,1,experimental,1725,PI 678062,WL19_FL58_SbEMS_BL243,PI 678062,,
south,Sorghum bicolor,EMS_pop,WW,11,09,1109,1,experimental,2363,PI 678124,WL19_FL58_SbEMS_BL186,PI 678124,,
south,Sorghum bicolor,EMS_pop,WW,11,10,1110,1,experimental,682,PI 677957,WL19_FL58_SbEMS_BL271,PI 677957,,
south,Sorghum bicolor,EMS_pop,WW,11,11,1111,1,experimental,2309,PI 678115,WL19_FL58_SbEMS_BL547,PI 678115,,
south,Sorghum bicolor,EMS_pop,WW,11,12,1112,1,experimental,2091,PI 678095,WL19_FL58_SbEMS_BL154,PI 678095,,
south,Sorghum bicolor,EMS_pop,WW,11,13,1113,1,experimental,936,PI 677983,WL19_FL58_SbEMS_BL421,PI 677983,,
south,Sorghum bicolor,EMS_pop,WW,11,14,1114,1,experimental,1504,PI 678035,WL19_FL58_SbEMS_BL129,PI 678035,,
south,Sorghum bicolor,EMS_pop,WW,11,15,1115,1,experimental,3710,PI 678260,WL19_FL58_SbEMS_BL150,PI 678260,,
south,Sorghum bicolor,EMS_pop,WW,11,16,1116,1,experimental,262,PI 677909,WL19_FL58_SbEMS_BL362,PI 677909,,
south,Sorghum bicolor,EMS_pop,WW,11,17,1117,1,experimental,596,PI 677942,WL19_FL58_SbEMS_BL275,PI 677942,,
south,Sorghum bicolor,EMS_pop,WW,11,18,1118,1,experimental,4212,PI 678308,WL19_FL58_SbEMS_BL17,PI 678308,,
south,Sorghum bicolor,EMS_pop,WW,11,19,1119,1,experimental,58,PI 677888,WL19_FL58_SbEMS_BL10,PI 677888,,
south,Sorghum bicolor,EMS_pop,WW,11,20,1120,1,experimental,1206,PI 678009,WL19_FL58_SbEMS_BL573,PI 678009,,
south,Sorghum bicolor,EMS_pop,WW,11,21,1121,1,experimental,3157,PI 678204,WL19_FL58_SbEMS_BL564,PI 678204,,
south,Sorghum bicolor,EMS_pop,WW,11,22,1122,1,experimental,3911,PI 678284,WL19_FL58_SbEMS_BL382,PI 678284,,
south,Sorghum bicolor,EMS_pop,WW,11,23,1123,1,experimental,4549,PI 678342,WL19_FL58_SbEMS_BL447,PI 678342,,
south,Sorghum bicolor,EMS_pop,WW,11,24,1124,1,experimental,3515,PI 678239,WL19_FL58_SbEMS_BL393,PI 678239,,
south,Sorghum bicolor,EMS_pop,WW,11,25,1125,1,experimental,1146,PI 678000,WL19_FL58_SbEMS_BL338,PI 678000,,
south,Sorghum bicolor,EMS_pop,WW,11,26,1126,1,experimental,4017,PI 678295,WL19_FL58_SbEMS_BL537,PI 678295,,
south,Sorghum bicolor,EMS_pop,WW,11,27,1127,1,experimental,3363,PI 678224,WL19_FL58_SbEMS_BL398,PI 678224,,
south,Sorghum bicolor,EMS_pop,WW,11,28,1128,1,experimental,5398,PI 678366,WL19_FL58_SbEMS_BL81,PI 678366,,
south,Sorghum bicolor,EMS_pop,WW,11,29,1129,1,experimental,1771,PI 678068,WL19_FL58_SbEMS_BL4,PI 678068,,
south,Sorghum bicolor,EMS_pop,WW,11,30,1130,1,experimental,3764,PI 678268,WL19_FL58_SbEMS_BL425,PI 678268,,
south,Sorghum bicolor,EMS_pop,WW,11,31,1131,1,experimental,123,PI 677898,WL19_FL58_SbEMS_BL207,PI 677898,,
south,Sorghum bicolor,EMS_pop,WW,11,32,1132,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,12,01,1201,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,12,02,1202,1,experimental,2517,PI 678134,WL19_FL58_SbEMS_BL381,PI 678134,,
south,Sorghum bicolor,EMS_pop,WW,12,03,1203,1,experimental,4211,PI 678307,WL19_FL58_SbEMS_BL58,PI 678307,,
south,Sorghum bicolor,EMS_pop,WW,12,04,1204,1,experimental,2854,PI 678170,WL19_FL58_SbEMS_BL134,PI 678170,,
south,Sorghum bicolor,EMS_pop,WW,12,05,1205,1,experimental,181,PI 677902,WL19_FL58_SbEMS_BL47,PI 677902,,
south,Sorghum bicolor,EMS_pop,WW,12,06,1206,1,experimental,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,12,07,1207,1,experimental,2617,PI 678144,WL19_FL58_SbEMS_BL578,PI 678144,,
south,Sorghum bicolor,EMS_pop,WW,12,08,1208,1,experimental,4509,PI 678338,WL19_FL58_SbEMS_BL12,PI 678338,,
south,Sorghum bicolor,EMS_pop,WW,12,09,1209,1,experimental,4410,PI 678331,WL19_FL58_SbEMS_BL291,PI 678331,,
south,Sorghum bicolor,EMS_pop,WW,12,10,1210,1,experimental,2409,PI 678127,WL19_FL58_SbEMS_BL66,PI 678127,,
south,Sorghum bicolor,EMS_pop,WW,12,11,1211,1,experimental,458,PI 677925,WL19_FL58_SbEMS_BL357,PI 677925,,
south,Sorghum bicolor,EMS_pop,WW,12,12,1212,1,experimental,1201,PI 678007,WL19_FL58_SbEMS_BL60,PI 678007,,
south,Sorghum bicolor,EMS_pop,WW,12,13,1213,1,experimental,2711,PI 678153,WL19_FL58_SbEMS_BL218,PI 678153,,
south,Sorghum bicolor,EMS_pop,WW,12,14,1214,1,experimental,1352,PI 678024,WL19_FL58_SbEMS_BL572,PI 678024,,
south,Sorghum bicolor,EMS_pop,WW,12,15,1215,1,experimental,2364,PI 678125,WL19_FL58_SbEMS_BL148,PI 678125,,
south,Sorghum bicolor,EMS_pop,WW,12,16,1216,1,experimental,2155,PI 678100,WL19_FL58_SbEMS_BL551,PI 678100,,
south,Sorghum bicolor,EMS_pop,WW,12,17,1217,1,experimental,1564,PI 678045,WL19_FL58_SbEMS_BL327,PI 678045,,
south,Sorghum bicolor,EMS_pop,WW,12,18,1218,1,experimental,2858,PI 678174,WL19_FL58_SbEMS_BL569,PI 678174,,
south,Sorghum bicolor,EMS_pop,WW,12,19,1219,1,experimental,1864,PI 678074,WL19_FL58_SbEMS_BL399,PI 678074,,
south,Sorghum bicolor,EMS_pop,WW,12,20,1220,1,experimental,701,PI 677962,WL19_FL58_SbEMS_BL70,PI 677962,,
south,Sorghum bicolor,EMS_pop,WW,12,21,1221,1,experimental,5850,PI 678368,WL19_FL58_SbEMS_BL2,PI 678368,,
south,Sorghum bicolor,EMS_pop,WW,12,22,1222,1,experimental,3512,PI 678237,WL19_FL58_SbEMS_BL476,PI 678237,,
south,Sorghum bicolor,EMS_pop,WW,12,23,1223,1,experimental,3520,PI 678243,WL19_FL58_SbEMS_BL234,PI 678243,,
south,Sorghum bicolor,EMS_pop,WW,12,24,1224,1,experimental,2622,PI 678146,WL19_FL58_SbEMS_BL500,PI 678146,,
south,Sorghum bicolor,EMS_pop,WW,12,25,1225,1,experimental,1150,PI 678004,WL19_FL58_SbEMS_BL180,PI 678004,,
south,Sorghum bicolor,EMS_pop,WW,12,26,1226,1,experimental,818,PI 677970,WL19_FL58_SbEMS_BL346,PI 677970,,
south,Sorghum bicolor,EMS_pop,WW,12,27,1227,1,experimental,3308,PI 678218,WL19_FL58_SbEMS_BL3,PI 678218,,
south,Sorghum bicolor,EMS_pop,WW,12,28,1228,1,experimental,1766,PI 678064,WL19_FL58_SbEMS_BL163,PI 678064,,
south,Sorghum bicolor,EMS_pop,WW,12,29,1229,1,experimental,329,PI 677914,WL19_FL58_SbEMS_BL164,PI 677914,,
south,Sorghum bicolor,EMS_pop,WW,12,30,1230,1,experimental,182,PI 677903,WL19_FL58_SbEMS_BL6,PI 677903,,
south,Sorghum bicolor,EMS_pop,WW,12,31,1231,1,experimental,2461,PI 678130,WL19_FL58_SbEMS_BL544,PI 678130,,
south,Sorghum bicolor,EMS_pop,WW,12,32,1232,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,13,01,1301,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,13,02,1302,1,experimental,1560,PI 678042,WL19_FL58_SbEMS_BL446,PI 678042,,
south,Sorghum bicolor,EMS_pop,WW,13,03,1303,1,experimental,262,PI 677909,WL19_FL58_SbEMS_BL362,PI 677909,,
south,Sorghum bicolor,EMS_pop,WW,13,04,1304,1,experimental,2954,PI 678183,WL19_FL58_SbEMS_BL209,PI 678183,,
south,Sorghum bicolor,EMS_pop,WW,13,05,1305,1,experimental,2661,PI 678148,WL19_FL58_SbEMS_BL417,PI 678148,,
south,Sorghum bicolor,EMS_pop,WW,13,06,1306,1,experimental,3663,PI 678256,WL19_FL58_SbEMS_BL311,PI 678256,,
south,Sorghum bicolor,EMS_pop,WW,13,07,1307,1,experimental,697,PI 677960,WL19_FL58_SbEMS_BL152,PI 677960,,
south,Sorghum bicolor,EMS_pop,WW,13,08,1308,1,experimental,4214,PI 678310,WL19_FL58_SbEMS_BL534,PI 678310,,
south,Sorghum bicolor,EMS_pop,WW,13,09,1309,1,experimental,2808,PI 678165,WL19_FL58_SbEMS_BL333,PI 678165,,
south,Sorghum bicolor,EMS_pop,WW,13,10,1310,1,experimental,4218,PI 678311,WL19_FL58_SbEMS_BL494,PI 678311,,
south,Sorghum bicolor,EMS_pop,WW,13,11,1311,1,experimental,3766,PI 678270,WL19_FL58_SbEMS_BL347,PI 678270,,
south,Sorghum bicolor,EMS_pop,WW,13,12,1312,1,experimental,2676,PI 678152,WL19_FL58_SbEMS_BL260,PI 678152,,
south,Sorghum bicolor,EMS_pop,WW,13,13,1313,1,experimental,3004,PI 678187,WL19_FL58_SbEMS_BL49,PI 678187,,
south,Sorghum bicolor,EMS_pop,WW,13,14,1314,1,experimental,4512,PI 678341,WL19_FL58_SbEMS_BL485,PI 678341,,
south,Sorghum bicolor,EMS_pop,WW,13,15,1315,1,experimental,1253,PI 678014,WL19_FL58_SbEMS_BL373,PI 678014,,
south,Sorghum bicolor,EMS_pop,WW,13,16,1316,1,experimental,4406,PI 678329,WL19_FL58_SbEMS_BL371,PI 678329,,
south,Sorghum bicolor,EMS_pop,WW,13,17,1317,1,experimental,641,PI 677947,WL19_FL58_SbEMS_BL76,PI 677947,,
south,Sorghum bicolor,EMS_pop,WW,13,18,1318,1,experimental,2097,PI 678097,WL19_FL58_SbEMS_BL73,PI 678097,,
south,Sorghum bicolor,EMS_pop,WW,13,19,1319,1,experimental,3160,PI 678205,WL19_FL58_SbEMS_BL523,PI 678205,,
south,Sorghum bicolor,EMS_pop,WW,13,20,1320,1,experimental,1510,PI 678039,WL19_FL58_SbEMS_BL567,PI 678039,,
south,Sorghum bicolor,EMS_pop,WW,13,21,1321,1,experimental,1305,PI 678021,WL19_FL58_SbEMS_BL94,PI 678021,,
south,Sorghum bicolor,EMS_pop,WW,13,22,1322,1,experimental,1149,PI 678003,WL19_FL58_SbEMS_BL220,PI 678003,,
south,Sorghum bicolor,EMS_pop,WW,13,23,1323,1,experimental,679,PI 677956,WL19_FL58_SbEMS_BL310,PI 677956,,
south,Sorghum bicolor,EMS_pop,WW,13,24,1324,1,experimental,1041,PI 677989,WL19_FL58_SbEMS_BL182,PI 677989,,
south,Sorghum bicolor,EMS_pop,WW,13,25,1325,1,experimental,883,PI 677975,WL19_FL58_SbEMS_BL146,PI 677975,,
south,Sorghum bicolor,EMS_pop,WW,13,26,1326,1,experimental,643,PI 677948,WL19_FL58_SbEMS_BL34,PI 677948,,
south,Sorghum bicolor,EMS_pop,WW,13,27,1327,1,experimental,2204,PI 678105,WL19_FL58_SbEMS_BL350,PI 678105,,
south,Sorghum bicolor,EMS_pop,WW,13,28,1328,1,experimental,3610,PI 678248,WL19_FL58_SbEMS_BL36,PI 678248,,
