Field,Species,Experiment,Revised_irrigation_treatment,Range,Column,Plot,Rep,Type,SbEMS_ID,PI_accession,Harvest_Id,PI_check,,
south,Sorghum bicolor,EMS_pop,WW,13,29,1329,1,experimental,3005,PI 678188,WL19_FL58_SbEMS_BL9,PI 678188,,
south,Sorghum bicolor,EMS_pop,WW,13,30,1330,1,experimental,764,PI 677964,WL19_FL58_SbEMS_BL587,PI 677964,,
south,Sorghum bicolor,EMS_pop,WW,13,31,1331,1,experimental,1300,PI 678018,WL19_FL58_SbEMS_BL216,PI 678018,,
south,Sorghum bicolor,EMS_pop,WW,13,32,1332,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,14,01,1401,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,14,02,1402,1,experimental,2576,PI 678142,WL19_FL58_SbEMS_BL64,PI 678142,,
south,Sorghum bicolor,EMS_pop,WW,14,03,1403,1,experimental,1561,PI 678043,WL19_FL58_SbEMS_BL407,PI 678043,,
south,Sorghum bicolor,EMS_pop,WW,14,04,1404,1,experimental,3517,PI 678241,WL19_FL58_SbEMS_BL315,PI 678241,,
south,Sorghum bicolor,EMS_pop,WW,14,05,1405,1,experimental,3964,PI 678291,WL19_FL58_SbEMS_BL102,PI 678291,,
south,Sorghum bicolor,EMS_pop,WW,14,06,1406,1,experimental,1352,PI 678024,WL19_FL58_SbEMS_BL572,PI 678024,,
south,Sorghum bicolor,EMS_pop,WW,14,07,1407,1,experimental,696,PI 677959,WL19_FL58_SbEMS_BL190,PI 677959,,
south,Sorghum bicolor,EMS_pop,WW,14,08,1408,1,experimental,1405,PI 678028,WL19_FL58_SbEMS_BL410,PI 678028,,
south,Sorghum bicolor,EMS_pop,WW,14,09,1409,1,experimental,2040,PI 678091,WL19_FL58_SbEMS_BL316,PI 678091,,
south,Sorghum bicolor,EMS_pop,WW,14,10,1410,1,experimental,3053,PI 678194,WL19_FL58_SbEMS_BL368,PI 678194,,
south,Sorghum bicolor,EMS_pop,WW,14,11,1411,1,experimental,1453,PI 678030,WL19_FL58_SbEMS_BL332,PI 678030,,
south,Sorghum bicolor,EMS_pop,WW,14,12,1412,1,experimental,2855,PI 678171,WL19_FL58_SbEMS_BL95,PI 678171,,
south,Sorghum bicolor,EMS_pop,WW,14,13,1413,1,experimental,3414,PI 678228,WL19_FL58_SbEMS_BL240,PI 678228,,
south,Sorghum bicolor,EMS_pop,WW,14,14,1414,1,experimental,1046,PI 677992,WL19_FL58_SbEMS_BL61,PI 677992,,
south,Sorghum bicolor,EMS_pop,WW,14,15,1415,1,experimental,3466,PI 678232,WL19_FL58_SbEMS_BL80,PI 678232,,
south,Sorghum bicolor,EMS_pop,WW,14,16,1416,1,experimental,626,PI 677944,WL19_FL58_SbEMS_BL195,PI 677944,,
south,Sorghum bicolor,EMS_pop,WW,14,17,1417,1,experimental,316,PI 677910,WL19_FL58_SbEMS_BL322,PI 677910,,
south,Sorghum bicolor,EMS_pop,WW,14,18,1418,1,experimental,2410,PI 678128,WL19_FL58_SbEMS_BL28,PI 678128,,
south,Sorghum bicolor,EMS_pop,WW,14,19,1419,1,experimental,3469,PI 678234,WL19_FL58_SbEMS_BL593,PI 678234,,
south,Sorghum bicolor,EMS_pop,WW,14,20,1420,1,experimental,657,PI 677954,WL19_FL58_SbEMS_BL390,PI 677954,,
south,Sorghum bicolor,EMS_pop,WW,14,21,1421,1,experimental,1509,PI 678038,WL19_FL58_SbEMS_BL11,PI 678038,,
south,Sorghum bicolor,EMS_pop,WW,14,22,1422,1,experimental,261,PI 677908,WL19_FL58_SbEMS_BL403,PI 677908,,
south,Sorghum bicolor,EMS_pop,WW,14,23,1423,1,experimental,984,PI 677985,WL19_FL58_SbEMS_BL341,PI 677985,,
south,Sorghum bicolor,EMS_pop,WW,14,24,1424,1,experimental,1509,PI 678038,WL19_FL58_SbEMS_BL11,PI 678038,,
south,Sorghum bicolor,EMS_pop,WW,14,25,1425,1,experimental,321,PI 677912,WL19_FL58_SbEMS_BL242,PI 677912,,
south,Sorghum bicolor,EMS_pop,WW,14,26,1426,1,experimental,579,PI 677939,WL19_FL58_SbEMS_BL394,PI 677939,,
south,Sorghum bicolor,EMS_pop,WW,14,27,1427,1,experimental,4214,PI 678310,WL19_FL58_SbEMS_BL534,PI 678310,,
south,Sorghum bicolor,EMS_pop,WW,14,28,1428,1,experimental,1668,PI 678058,WL19_FL58_SbEMS_BL404,PI 678058,,
south,Sorghum bicolor,EMS_pop,WW,14,29,1429,1,experimental,2903,PI 678179,WL19_FL58_SbEMS_BL370,PI 678179,,
south,Sorghum bicolor,EMS_pop,WW,14,30,1430,1,experimental,457,PI 677924,WL19_FL58_SbEMS_BL400,PI 677924,,
south,Sorghum bicolor,EMS_pop,WW,14,31,1431,1,experimental,3860,PI 678280,WL19_FL58_SbEMS_BL543,PI 678280,,
south,Sorghum bicolor,EMS_pop,WW,14,32,1432,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,15,01,1501,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,15,02,1502,1,experimental,2807,PI 678164,WL19_FL58_SbEMS_BL376,PI 678164,,
south,Sorghum bicolor,EMS_pop,WW,15,03,1503,1,experimental,2199,PI 678103,WL19_FL58_SbEMS_BL429,PI 678103,,
south,Sorghum bicolor,EMS_pop,WW,15,04,1504,1,experimental,561,PI 677935,WL19_FL58_SbEMS_BL556,PI 677935,,
south,Sorghum bicolor,EMS_pop,WW,15,05,1505,1,experimental,1930,PI 678080,WL19_FL58_SbEMS_BL159,PI 678080,,
south,Sorghum bicolor,EMS_pop,WW,15,06,1506,1,experimental,1727,PI 678063,WL19_FL58_SbEMS_BL203,PI 678063,,
south,Sorghum bicolor,EMS_pop,WW,15,07,1507,1,experimental,3310,PI 678219,WL19_FL58_SbEMS_BL599,PI 678219,,
south,Sorghum bicolor,EMS_pop,WW,15,08,1508,1,experimental,2572,PI 678138,WL19_FL58_SbEMS_BL222,PI 678138,,
south,Sorghum bicolor,EMS_pop,WW,15,09,1509,1,experimental,885,PI 677976,WL19_FL58_SbEMS_BL108,PI 677976,,
south,Sorghum bicolor,EMS_pop,WW,15,10,1510,1,experimental,753,PI 677963,WL19_FL58_SbEMS_BL29,PI 677963,,
south,Sorghum bicolor,EMS_pop,WW,15,11,1511,1,experimental,7,PI 677885,WL19_FL58_SbEMS_BL130,PI 677885,,
south,Sorghum bicolor,EMS_pop,WW,15,12,1512,1,experimental,2157,PI 678101,WL19_FL58_SbEMS_BL512,PI 678101,,
south,Sorghum bicolor,EMS_pop,WW,15,13,1513,1,experimental,4465,PI 678335,WL19_FL58_SbEMS_BL131,PI 678335,,
south,Sorghum bicolor,EMS_pop,WW,15,14,1514,1,experimental,1202,PI 678008,WL19_FL58_SbEMS_BL19,PI 678008,,
south,Sorghum bicolor,EMS_pop,WW,15,15,1515,1,experimental,2149,PI 678099,WL19_FL58_SbEMS_BL591,PI 678099,,
south,Sorghum bicolor,EMS_pop,WW,15,16,1516,1,experimental,1146,PI 678000,WL19_FL58_SbEMS_BL338,PI 678000,,
south,Sorghum bicolor,EMS_pop,WW,15,17,1517,1,experimental,4559,PI 678345,WL19_FL58_SbEMS_BL326,PI 678345,,
south,Sorghum bicolor,EMS_pop,WW,15,18,1518,1,experimental,393,PI 677916,WL19_FL58_SbEMS_BL82,PI 677916,,
south,Sorghum bicolor,EMS_pop,WW,15,19,1519,1,experimental,256,PI 677905,WL19_FL58_SbEMS_BL521,PI 677905,,
south,Sorghum bicolor,EMS_pop,WW,15,20,1520,1,experimental,4159,PI 678306,WL19_FL58_SbEMS_BL99,PI 678306,,
south,Sorghum bicolor,EMS_pop,WW,15,21,1521,1,experimental,984,PI 677985,WL19_FL58_SbEMS_BL341,PI 677985,,
south,Sorghum bicolor,EMS_pop,WW,15,22,1522,1,experimental,62,PI 677891,WL19_FL58_SbEMS_BL488,PI 677891,,
south,Sorghum bicolor,EMS_pop,WW,15,23,1523,1,experimental,3514,PI 678238,WL19_FL58_SbEMS_BL434,PI 678238,,
south,Sorghum bicolor,EMS_pop,WW,15,24,1524,1,experimental,1399,PI 678026,WL19_FL58_SbEMS_BL490,PI 678026,,
south,Sorghum bicolor,EMS_pop,WW,15,25,1525,1,experimental,1249,PI 678010,WL19_FL58_SbEMS_BL535,PI 678010,,
south,Sorghum bicolor,EMS_pop,WW,15,26,1526,1,experimental,4062,PI 678300,WL19_FL58_SbEMS_BL339,PI 678300,,
south,Sorghum bicolor,EMS_pop,WW,15,27,1527,1,experimental,4058,PI 678297,WL19_FL58_SbEMS_BL457,PI 678297,,
south,Sorghum bicolor,EMS_pop,WW,15,28,1528,1,experimental,2575,PI 678141,WL19_FL58_SbEMS_BL104,PI 678141,,
south,Sorghum bicolor,EMS_pop,WW,15,29,1529,1,experimental,3658,PI 678252,WL19_FL58_SbEMS_BL470,PI 678252,,
south,Sorghum bicolor,EMS_pop,WW,15,30,1530,1,experimental,121,PI 677896,WL19_FL58_SbEMS_BL286,PI 677896,,
south,Sorghum bicolor,EMS_pop,WW,15,31,1531,1,experimental,2312,PI 678117,WL19_FL58_SbEMS_BL465,PI 678117,,
south,Sorghum bicolor,EMS_pop,WW,15,32,1532,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,16,01,1601,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,16,02,1602,1,experimental,4791,PI 678359,WL19_FL58_SbEMS_BL364,PI 678359,,
south,Sorghum bicolor,EMS_pop,WW,16,03,1603,1,experimental,4691,PI 678356,WL19_FL58_SbEMS_BL483,PI 678356,,
south,Sorghum bicolor,EMS_pop,WW,16,04,1604,1,experimental,4508,PI 678337,WL19_FL58_SbEMS_BL52,PI 678337,,
south,Sorghum bicolor,EMS_pop,WW,16,05,1605,1,experimental,1508,PI 678037,WL19_FL58_SbEMS_BL51,PI 678037,,
south,Sorghum bicolor,EMS_pop,WW,16,06,1606,1,experimental,2927,PI 678180,WL19_FL58_SbEMS_BL329,PI 678180,,
south,Sorghum bicolor,EMS_pop,WW,16,07,1607,1,experimental,3779,PI 678271,WL19_FL58_SbEMS_BL305,PI 678271,,
south,Sorghum bicolor,EMS_pop,WW,16,08,1608,1,experimental,4409,PI 678330,WL19_FL58_SbEMS_BL330,PI 678330,,
south,Sorghum bicolor,EMS_pop,WW,16,09,1609,1,experimental,4060,PI 678298,WL19_FL58_SbEMS_BL419,PI 678298,,
south,Sorghum bicolor,EMS_pop,WW,16,10,1610,1,experimental,1401,PI 678027,WL19_FL58_SbEMS_BL449,PI 678027,,
south,Sorghum bicolor,EMS_pop,WW,16,11,1611,1,experimental,323,PI 677913,WL19_FL58_SbEMS_BL201,PI 677913,,
south,Sorghum bicolor,EMS_pop,WW,16,12,1612,1,experimental,2716,PI 678157,WL19_FL58_SbEMS_BL59,PI 678157,,
south,Sorghum bicolor,EMS_pop,WW,16,13,1613,1,experimental,511,PI 677929,WL19_FL58_SbEMS_BL200,PI 677929,,
south,Sorghum bicolor,EMS_pop,WW,16,14,1614,1,experimental,3005,PI 678188,WL19_FL58_SbEMS_BL9,PI 678188,,
south,Sorghum bicolor,EMS_pop,WW,16,15,1615,1,experimental,4406,PI 678329,WL19_FL58_SbEMS_BL371,PI 678329,,
south,Sorghum bicolor,EMS_pop,WW,16,16,1616,1,experimental,4603,PI 678346,WL19_FL58_SbEMS_BL288,PI 678346,,
south,Sorghum bicolor,EMS_pop,WW,16,17,1617,1,experimental,3058,PI 678196,WL19_FL58_SbEMS_BL287,PI 678196,,
south,Sorghum bicolor,EMS_pop,WW,16,18,1618,1,experimental,3419,PI 678230,WL19_FL58_SbEMS_BL158,PI 678230,,
south,Sorghum bicolor,EMS_pop,WW,16,19,1619,1,experimental,3960,PI 678288,WL19_FL58_SbEMS_BL221,PI 678288,,
south,Sorghum bicolor,EMS_pop,WW,16,20,1620,1,experimental,652,PI 677953,WL19_FL58_SbEMS_BL430,PI 677953,,
south,Sorghum bicolor,EMS_pop,WW,16,21,1621,1,experimental,4508,PI 678337,WL19_FL58_SbEMS_BL52,PI 678337,,
south,Sorghum bicolor,EMS_pop,WW,16,22,1622,1,experimental,3315,PI 678221,WL19_FL58_SbEMS_BL519,PI 678221,,
south,Sorghum bicolor,EMS_pop,WW,16,23,1623,1,experimental,4848,PI 678360,WL19_FL58_SbEMS_BL324,PI 678360,,
south,Sorghum bicolor,EMS_pop,WW,16,24,1624,1,experimental,4155,PI 678305,WL19_FL58_SbEMS_BL138,PI 678305,,
south,Sorghum bicolor,EMS_pop,WW,16,25,1625,1,experimental,817,PI 677969,WL19_FL58_SbEMS_BL385,PI 677969,,
south,Sorghum bicolor,EMS_pop,WW,16,26,1626,1,experimental,4155,PI 678305,WL19_FL58_SbEMS_BL138,PI 678305,,
south,Sorghum bicolor,EMS_pop,WW,16,27,1627,1,experimental,258,PI 677907,WL19_FL58_SbEMS_BL443,PI 677907,,
south,Sorghum bicolor,EMS_pop,WW,16,28,1628,1,experimental,4061,PI 678299,WL19_FL58_SbEMS_BL378,PI 678299,,
south,Sorghum bicolor,EMS_pop,WW,16,29,1629,1,experimental,4361,PI 678323,WL19_FL58_SbEMS_BL15,PI 678323,,
south,Sorghum bicolor,EMS_pop,WW,16,30,1630,1,experimental,1254,PI 678015,WL19_FL58_SbEMS_BL335,PI 678015,,
south,Sorghum bicolor,EMS_pop,WW,16,31,1631,1,experimental,4606,PI 678348,WL19_FL58_SbEMS_BL208,PI 678348,,
south,Sorghum bicolor,EMS_pop,WW,16,32,1632,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,17,01,1701,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,17,02,1702,1,experimental,1668,PI 678058,WL19_FL58_SbEMS_BL404,PI 678058,,
south,Sorghum bicolor,EMS_pop,WW,17,03,1703,1,experimental,4361,PI 678323,WL19_FL58_SbEMS_BL15,PI 678323,,
south,Sorghum bicolor,EMS_pop,WW,17,04,1704,1,experimental,2354,PI 678119,WL19_FL58_SbEMS_BL388,PI 678119,,
south,Sorghum bicolor,EMS_pop,WW,17,05,1705,1,experimental,3711,PI 678261,WL19_FL58_SbEMS_BL109,PI 678261,,
south,Sorghum bicolor,EMS_pop,WW,17,06,1706,1,experimental,753,PI 677963,WL19_FL58_SbEMS_BL29,PI 677963,,
south,Sorghum bicolor,EMS_pop,WW,17,07,1707,1,experimental,4414,PI 678333,WL19_FL58_SbEMS_BL210,PI 678333,,
south,Sorghum bicolor,EMS_pop,WW,17,08,1708,1,experimental,2311,PI 678116,WL19_FL58_SbEMS_BL507,PI 678116,,
south,Sorghum bicolor,EMS_pop,WW,17,09,1709,1,experimental,1864,PI 678074,WL19_FL58_SbEMS_BL399,PI 678074,,
south,Sorghum bicolor,EMS_pop,WW,17,10,1710,1,experimental,1613,PI 678051,WL19_FL58_SbEMS_BL88,PI 678051,,
south,Sorghum bicolor,EMS_pop,WW,17,11,1711,1,experimental,2571,PI 678137,WL19_FL58_SbEMS_BL261,PI 678137,,
south,Sorghum bicolor,EMS_pop,WW,17,12,1712,1,experimental,4463,PI 678334,WL19_FL58_SbEMS_BL169,PI 678334,,
south,Sorghum bicolor,EMS_pop,WW,17,13,1713,1,experimental,4651,PI 678352,WL19_FL58_SbEMS_BL46,PI 678352,,
south,Sorghum bicolor,EMS_pop,WW,17,14,1714,1,experimental,1200,PI 678006,WL19_FL58_SbEMS_BL98,PI 678006,,
south,Sorghum bicolor,EMS_pop,WW,17,15,1715,1,experimental,1302,PI 678019,WL19_FL58_SbEMS_BL176,PI 678019,,
south,Sorghum bicolor,EMS_pop,WW,17,16,1716,1,experimental,1041,PI 677989,WL19_FL58_SbEMS_BL182,PI 677989,,
south,Sorghum bicolor,EMS_pop,WW,17,17,1717,1,experimental,571,PI 677937,WL19_FL58_SbEMS_BL473,PI 677937,,
south,Sorghum bicolor,EMS_pop,WW,17,18,1718,1,experimental,3962,PI 678289,WL19_FL58_SbEMS_BL181,PI 678289,,
south,Sorghum bicolor,EMS_pop,WW,17,19,1719,1,experimental,4848,PI 678360,WL19_FL58_SbEMS_BL324,PI 678360,,
south,Sorghum bicolor,EMS_pop,WW,17,20,1720,1,experimental,651,PI 677952,WL19_FL58_SbEMS_BL471,PI 677952,,
south,Sorghum bicolor,EMS_pop,WW,17,21,1721,1,experimental,3763,PI 678267,WL19_FL58_SbEMS_BL466,PI 678267,,
south,Sorghum bicolor,EMS_pop,WW,17,22,1722,1,experimental,2617,PI 678144,WL19_FL58_SbEMS_BL578,PI 678144,,
south,Sorghum bicolor,EMS_pop,WW,17,23,1723,1,experimental,4105,PI 678302,WL19_FL58_SbEMS_BL257,PI 678302,,
south,Sorghum bicolor,EMS_pop,WW,17,24,1724,1,experimental,1769,PI 678067,WL19_FL58_SbEMS_BL42,PI 678067,,
south,Sorghum bicolor,EMS_pop,WW,17,25,1725,1,experimental,1865,PI 678075,WL19_FL58_SbEMS_BL359,PI 678075,,
south,Sorghum bicolor,EMS_pop,WW,17,26,1726,1,experimental,2856,PI 678172,WL19_FL58_SbEMS_BL53,PI 678172,,
south,Sorghum bicolor,EMS_pop,WW,17,27,1727,1,experimental,1607,PI 678046,WL19_FL58_SbEMS_BL285,PI 678046,,
south,Sorghum bicolor,EMS_pop,WW,17,28,1728,1,experimental,1821,PI 678073,WL19_FL58_SbEMS_BL440,PI 678073,,
south,Sorghum bicolor,EMS_pop,WW,17,29,1729,1,experimental,2364,PI 678125,WL19_FL58_SbEMS_BL148,PI 678125,,
south,Sorghum bicolor,EMS_pop,WW,17,30,1730,1,experimental,4364,PI 678324,WL19_FL58_SbEMS_BL571,PI 678324,,
south,Sorghum bicolor,EMS_pop,WW,17,31,1731,1,experimental,3708,PI 678258,WL19_FL58_SbEMS_BL232,PI 678258,,
south,Sorghum bicolor,EMS_pop,WW,17,32,1732,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,18,01,1801,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,18,02,1802,1,experimental,179,PI 677901,WL19_FL58_SbEMS_BL87,PI 677901,,
south,Sorghum bicolor,EMS_pop,WW,18,03,1803,1,experimental,261,PI 677908,WL19_FL58_SbEMS_BL403,PI 677908,,
south,Sorghum bicolor,EMS_pop,WW,18,04,1804,1,experimental,4061,PI 678299,WL19_FL58_SbEMS_BL378,PI 678299,,
south,Sorghum bicolor,EMS_pop,WW,18,05,1805,1,experimental,4159,PI 678306,WL19_FL58_SbEMS_BL99,PI 678306,,
south,Sorghum bicolor,EMS_pop,WW,18,06,1806,1,experimental,1253,PI 678014,WL19_FL58_SbEMS_BL373,PI 678014,,
south,Sorghum bicolor,EMS_pop,WW,18,07,1807,1,experimental,2306,PI 678113,WL19_FL58_SbEMS_BL30,PI 678113,,
south,Sorghum bicolor,EMS_pop,WW,18,08,1808,1,experimental,4258,PI 678313,WL19_FL58_SbEMS_BL415,PI 678313,,
south,Sorghum bicolor,EMS_pop,WW,18,09,1809,1,experimental,3860,PI 678280,WL19_FL58_SbEMS_BL543,PI 678280,,
south,Sorghum bicolor,EMS_pop,WW,18,10,1810,1,experimental,1044,PI 677991,WL19_FL58_SbEMS_BL103,PI 677991,,
south,Sorghum bicolor,EMS_pop,WW,18,11,1811,1,experimental,257,PI 677906,WL19_FL58_SbEMS_BL482,PI 677906,,
south,Sorghum bicolor,EMS_pop,WW,18,12,1812,1,experimental,3162,PI 678207,WL19_FL58_SbEMS_BL442,PI 678207,,
south,Sorghum bicolor,EMS_pop,WW,18,13,1813,1,experimental,2358,PI 678120,WL19_FL58_SbEMS_BL345,PI 678120,,
south,Sorghum bicolor,EMS_pop,WW,18,14,1814,1,experimental,3007,PI 678189,WL19_FL58_SbEMS_BL565,PI 678189,,
south,Sorghum bicolor,EMS_pop,WW,18,15,1815,1,experimental,3042,PI 678193,WL19_FL58_SbEMS_BL408,PI 678193,,
south,Sorghum bicolor,EMS_pop,WW,18,16,1816,1,experimental,3004,PI 678187,WL19_FL58_SbEMS_BL49,PI 678187,,
south,Sorghum bicolor,EMS_pop,WW,18,17,1817,1,experimental,3966,PI 678292,WL19_FL58_SbEMS_BL63,PI 678292,,
south,Sorghum bicolor,EMS_pop,WW,18,18,1818,1,experimental,1405,PI 678028,WL19_FL58_SbEMS_BL410,PI 678028,,
south,Sorghum bicolor,EMS_pop,WW,18,19,1819,1,experimental,1938,PI 678083,WL19_FL58_SbEMS_BL38,PI 678083,,
south,Sorghum bicolor,EMS_pop,WW,18,20,1820,1,experimental,4791,PI 678359,WL19_FL58_SbEMS_BL364,PI 678359,,
south,Sorghum bicolor,EMS_pop,WW,18,21,1821,1,experimental,2513,PI 678133,WL19_FL58_SbEMS_BL423,PI 678133,,
south,Sorghum bicolor,EMS_pop,WW,18,22,1822,1,experimental,1297,PI 678016,WL19_FL58_SbEMS_BL293,PI 678016,,
south,Sorghum bicolor,EMS_pop,WW,18,23,1823,1,experimental,2250,PI 678111,WL19_FL58_SbEMS_BL112,PI 678111,,
south,Sorghum bicolor,EMS_pop,WW,18,24,1824,1,experimental,2198,PI 678102,WL19_FL58_SbEMS_BL472,PI 678102,,
south,Sorghum bicolor,EMS_pop,WW,18,25,1825,1,experimental,4689,PI 678354,WL19_FL58_SbEMS_BL561,PI 678354,,
south,Sorghum bicolor,EMS_pop,WW,18,26,1826,1,experimental,2410,PI 678128,WL19_FL58_SbEMS_BL28,PI 678128,,
south,Sorghum bicolor,EMS_pop,WW,18,27,1827,1,experimental,3712,PI 678262,WL19_FL58_SbEMS_BL69,PI 678262,,
south,Sorghum bicolor,EMS_pop,WW,18,28,1828,1,experimental,2250,PI 678111,WL19_FL58_SbEMS_BL112,PI 678111,,
south,Sorghum bicolor,EMS_pop,WW,18,29,1829,1,experimental,4062,PI 678300,WL19_FL58_SbEMS_BL339,PI 678300,,
south,Sorghum bicolor,EMS_pop,WW,18,30,1830,1,experimental,3916,PI 678287,WL19_FL58_SbEMS_BL262,PI 678287,,
south,Sorghum bicolor,EMS_pop,WW,18,31,1831,1,experimental,2756,PI 678158,WL19_FL58_SbEMS_BL18,PI 678158,,
south,Sorghum bicolor,EMS_pop,WW,18,32,1832,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,19,01,1901,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,19,02,1902,1,experimental,3224,PI 678214,WL19_FL58_SbEMS_BL162,PI 678214,,
south,Sorghum bicolor,EMS_pop,WW,19,03,1903,1,experimental,4411,PI 678332,WL19_FL58_SbEMS_BL251,PI 678332,,
south,Sorghum bicolor,EMS_pop,WW,19,04,1904,1,experimental,644,PI 677949,WL19_FL58_SbEMS_BL589,PI 677949,,
south,Sorghum bicolor,EMS_pop,WW,19,05,1905,1,experimental,2852,PI 678168,WL19_FL58_SbEMS_BL213,PI 678168,,
south,Sorghum bicolor,EMS_pop,WW,19,06,1906,1,experimental,397,PI 677919,WL19_FL58_SbEMS_BL598,PI 677919,,
south,Sorghum bicolor,EMS_pop,WW,19,07,1907,1,experimental,317,PI 677911,WL19_FL58_SbEMS_BL283,PI 677911,,
south,Sorghum bicolor,EMS_pop,WW,19,08,1908,1,experimental,1303,PI 678020,WL19_FL58_SbEMS_BL133,PI 678020,,
south,Sorghum bicolor,EMS_pop,WW,19,09,1909,1,experimental,56,PI 677887,WL19_FL58_SbEMS_BL50,PI 677887,,
south,Sorghum bicolor,EMS_pop,WW,19,10,1910,1,experimental,1721,PI 678061,WL19_FL58_SbEMS_BL284,PI 678061,,
south,Sorghum bicolor,EMS_pop,WW,19,11,1911,1,experimental,394,PI 677917,WL19_FL58_SbEMS_BL44,PI 677917,,
south,Sorghum bicolor,EMS_pop,WW,19,12,1912,1,experimental,4465,PI 678335,WL19_FL58_SbEMS_BL131,PI 678335,,
south,Sorghum bicolor,EMS_pop,WW,19,13,1913,1,experimental,4647,PI 678350,WL19_FL58_SbEMS_BL127,PI 678350,,
south,Sorghum bicolor,EMS_pop,WW,19,14,1914,1,experimental,3612,PI 678250,WL19_FL58_SbEMS_BL550,PI 678250,,
south,Sorghum bicolor,EMS_pop,WW,19,15,1915,1,experimental,2,PI 677883,WL19_FL58_SbEMS_BL212,PI 677883,,
south,Sorghum bicolor,EMS_pop,WW,19,16,1916,1,experimental,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,19,17,1917,1,experimental,1149,PI 678003,WL19_FL58_SbEMS_BL220,PI 678003,,
south,Sorghum bicolor,EMS_pop,WW,19,18,1918,1,experimental,3812,PI 678275,WL19_FL58_SbEMS_BL145,PI 678275,,
south,Sorghum bicolor,EMS_pop,WW,19,19,1919,1,experimental,3815,PI 678278,WL19_FL58_SbEMS_BL26,PI 678278,,
south,Sorghum bicolor,EMS_pop,WW,19,20,1920,1,experimental,56,PI 677887,WL19_FL58_SbEMS_BL50,PI 677887,,
south,Sorghum bicolor,EMS_pop,WW,19,21,1921,1,experimental,3054,PI 678195,WL19_FL58_SbEMS_BL328,PI 678195,,
south,Sorghum bicolor,EMS_pop,WW,19,22,1922,1,experimental,2360,PI 678122,WL19_FL58_SbEMS_BL267,PI 678122,,
south,Sorghum bicolor,EMS_pop,WW,19,23,1923,1,experimental,878,PI 677971,WL19_FL58_SbEMS_BL306,PI 677971,,
south,Sorghum bicolor,EMS_pop,WW,19,24,1924,1,experimental,1148,PI 678002,WL19_FL58_SbEMS_BL259,PI 678002,,
south,Sorghum bicolor,EMS_pop,WW,19,25,1925,1,experimental,3267,PI 678215,WL19_FL58_SbEMS_BL122,PI 678215,,
south,Sorghum bicolor,EMS_pop,WW,19,26,1926,1,experimental,1047,PI 677993,WL19_FL58_SbEMS_BL22,PI 677993,,
south,Sorghum bicolor,EMS_pop,WW,19,27,1927,1,experimental,2761,PI 678161,WL19_FL58_SbEMS_BL496,PI 678161,,
south,Sorghum bicolor,EMS_pop,WW,19,28,1928,1,experimental,3712,PI 678262,WL19_FL58_SbEMS_BL69,PI 678262,,
south,Sorghum bicolor,EMS_pop,WW,19,29,1929,1,experimental,3162,PI 678207,WL19_FL58_SbEMS_BL442,PI 678207,,
south,Sorghum bicolor,EMS_pop,WW,19,30,1930,1,experimental,3161,PI 678206,WL19_FL58_SbEMS_BL484,PI 678206,,
south,Sorghum bicolor,EMS_pop,WW,19,31,1931,1,experimental,2465,PI 678132,WL19_FL58_SbEMS_BL462,PI 678132,,
south,Sorghum bicolor,EMS_pop,WW,19,32,1932,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,20,01,2001,1,border,NA,BTx_623,#N/A,#N/A,,
south,Sorghum bicolor,EMS_pop,WW,20,02,2002,1,experimental,1774,PI 678070,WL19_FL58_SbEMS_BL559,PI 678070,,
south,Sorghum bicolor,EMS_pop,WW,20,03,2003,1,experimental,3659,PI 678253,WL19_FL58_SbEMS_BL432,PI 678253,,
south,Sorghum bicolor,EMS_pop,WW,20,04,2004,1,experimental,3419,PI 678230,WL19_FL58_SbEMS_BL158,PI 678230,,
south,Sorghum bicolor,EMS_pop,WW,20,05,2005,1,experimental,3512,PI 678237,WL19_FL58_SbEMS_BL476,PI 678237,,
south,Sorghum bicolor,EMS_pop,WW,20,06,2006,1,experimental,1315,PI 678022,WL19_FL58_SbEMS_BL56,PI 678022,,
