Latitude,Longitude
33.07452265104838,-111.9748121444884
33.07452258287401,-111.9748957812588
33.07452268303746,-111.9749287503886
33.07452345109164,-111.9748846211292
33.0745242545533,-111.9748193123318
33.07452363834791,-111.9748773184387
33.07452492163516,-111.9748297164056
33.07452347243903,-111.9750150634336
33.07452408082231,-111.9749206107619
33.07452532061371,-111.9748119806841
33.07452496860134,-111.9748445196833
33.07452392340076,-111.9749532292053
33.07452490135289,-111.9748739312133
33.0745243873739,-111.974939668348
33.07452430336934,-111.974950411983
33.07452501520135,-111.9748885033317
33.07452572709612,-111.9748224205332
33.07452542967487,-111.9748521387209
33.07452473167556,-111.9749289275841
33.07452419672195,-111.9750264730266
33.07452523562837,-111.9749060912868
33.07452431689877,-111.975040233575
33.07452576311088,-111.9748552730083
33.07452532406542,-111.9748989421042
33.07452480152009,-111.9749824192659
33.07452493912484,-111.9749856286926
33.07452464226918,-111.9750152695861
33.0745250851851,-111.9749752722371
33.07452585854607,-111.974884686333
33.07452516475723,-111.9749609341494
33.07452585917873,-111.97490957662
33.07452675134645,-111.9748121124124
33.07452667894906,-111.9748296971382
33.07452511703279,-111.9750294591908
33.07452570017827,-111.9749964975981
33.074526193423,-111.9749167691144
33.07452569462273,-111.974963916006
33.074525705721,-111.9750041116113
33.07452717427952,-111.9748412588031
33.07452555804726,-111.9750188354427
33.07452588330951,-111.974985561809
33.07452543071967,-111.9750517634141
33.07452673859103,-111.9749094703717
33.07452743295263,-111.9748331452603
33.07452636309029,-111.974953333416
33.07452581331002,-111.9750402887326
33.07452780978246,-111.9748224048543
33.07452634316565,-111.9749933354318
33.07452741535382,-111.9748520446737
33.07452695768535,-111.9749064194776
33.07452695317676,-111.9749319667497
33.07452680500489,-111.9749425937287
33.07452664787974,-111.9749751735267
33.07452757565762,-111.9748773232175
33.07452727199866,-111.9749286464092
33.07452811028605,-111.9748297515745
33.07452805994259,-111.9748445151299
33.07452800678321,-111.9748638006462
33.07452795339752,-111.9748664668732
33.07452789568659,-111.974873848292
33.07452744617785,-111.974939663439
33.07452768832371,-111.9749170175008
33.07452735352361,-111.9749723212475
33.07452695180954,-111.9750153723627
33.07452714844158,-111.9750068716412
33.07452702161915,-111.9750189288872
33.0745289340617,-111.9748117886404
33.07452843052814,-111.9749094890342
33.07452741680192,-111.97504745658
33.07452799116158,-111.9749531967769
33.0745272070729,-111.975036825653
33.07452781762463,-111.9750294889828
33.0745274814731,-111.9750516700893
33.07452888783435,-111.9748842946015
33.0745280980619,-111.9749936253371
33.07452964837051,-111.9748119897662
33.07452877331641,-111.9748989415006
33.07452874965152,-111.9749061300474
33.07452857409299,-111.9749285834729
33.07452842000637,-111.9749857443897
33.07452792702261,-111.9750404666486
33.07452866639807,-111.9749750411951
33.07452862418401,-111.9749637937237
33.07453014500472,-111.9748192227012
33.0745286997525,-111.9750040673405
33.07452992799178,-111.9748636285892
33.07452949229102,-111.9749318401595
33.07453044620637,-111.9748223179837
33.07452975535137,-111.9748773859088
33.07452919503991,-111.9749532100566
33.07452891834426,-111.9749969195936
33.07452894161926,-111.9750189114182
33.07452956049487,-111.9749397640603
33.074528949276,-111.9750262549084
33.0745306229261,-111.9748413354895
33.07452994402274,-111.9748740641324
33.0745290341937,-111.9750153953346
33.07453068275009,-111.9748336835472
33.07452983248008,-111.9749424338763
33.0745308419046,-111.9748299749501
33.07453038535878,-111.9748883693173
33.07452914208164,-111.975051533811
33.07453146299646,-111.9748088018711
33.07453058770639,-111.9748666505272
33.07453002248469,-111.9749722347403
33.0745296501835,-111.9750073630329
33.07453055815282,-111.9749203730135
33.0745311202572,-111.9748443169868
33.07453033940193,-111.9749858042124
33.07453048665597,-111.9749503255913
33.07453201673412,-111.9748087306793
33.07453179854851,-111.9748116656354
33.07453089469295,-111.9749064629038
33.07453055160187,-111.9749170490838
33.07453121922559,-111.9748774407048
33.07453009704541,-111.9750292822315
33.07453200083669,-111.9748190885717
33.07453034747094,-111.9750513538612
33.07453124305425,-111.9749284969644
33.07453221755362,-111.974841314428
33.07453216175143,-111.9748442898245
33.07453177110733,-111.974931710698
33.07453137473358,-111.9749532727498
33.07453214101671,-111.9748552660556
33.0745312520662,-111.9750188982565
33.07453113914404,-111.9750291777791
33.07453158477182,-111.9749638650312
33.07453255536793,-111.9748771848958
33.07453240095104,-111.9748844492997
33.07453146541876,-111.9750040978496
33.07453235329026,-111.9748738974589
33.07453160713316,-111.9749610052145
33.07453273637375,-111.9748665196285
33.07453301604507,-111.9748224236262
33.07453163494718,-111.9749824173473
33.07453207664402,-111.9749425745794
33.07453201622396,-111.9749752713947
33.07453317278199,-111.9748190241983
33.07453309413258,-111.9748332463494
33.07453321923904,-111.9748297306241
33.07453212985732,-111.9749857080147
33.07453257617498,-111.9749286276179
33.07453284077511,-111.9748989477158
33.07453286859987,-111.9749203598492
33.07453239792233,-111.975026331602
33.07453399216256,-111.9748224343922
33.07453264451718,-111.9750072801161
33.07453325249588,-111.9749170402262
33.07453379144676,-111.9748522695977
33.0745338996841,-111.974888369431
33.07453349558168,-111.9749317297199
33.07453455463987,-111.9748087586703
33.07453384257617,-111.9748956735578
33.07453336011029,-111.9749532173511
33.07453314163806,-111.9749936423245
33.0745334819112,-111.9749750943152
33.07453261419986,-111.9750402864594
33.074533513829,-111.9749502043853
33.07453327592471,-111.975047212021
33.07453498159538,-111.9748332285175
33.07453389593923,-111.9749970518019
33.07453317821185,-111.9750513850896
33.07453485865862,-111.9748739250928
33.07453507144533,-111.9748300602489
33.07453576033103,-111.974808540071
33.07453504561222,-111.9748666610475
33.07453448069261,-111.9749722066198
33.07453444252363,-111.9749937339739
33.07453523401369,-111.9748883454992
33.07453505706769,-111.9749317855935
33.07453506036772,-111.9749063929037
33.07453495139438,-111.9749286538178
33.07453593814645,-111.9748190933478
33.07453538610898,-111.9748772161187
33.07453570770762,-111.9748444062339
33.07453591216274,-111.9748224169189
33.07453490326931,-111.9749639402868
33.07453572234209,-111.974863344654
33.0745352296052,-111.9749097186281
33.07453494456156,-111.9749503361158
33.07453500590312,-111.9749424909426
33.07453510816941,-111.9749751895535
33.07453445885024,-111.9750290984524
33.07453493834004,-111.9749969087029
33.07453625145466,-111.9748331265748
33.0745345079067,-111.9750186636268
33.07453451082922,-111.9750474188918
33.07453565195697,-111.9748848330039
33.0745344706344,-111.9750151074611
33.07453514303484,-111.9750040224702
33.07453597114046,-111.9748523322885
33.07453521757223,-111.9749861672203
33.07453680001247,-111.9748087447853
33.07453465961445,-111.9750367146199
33.07453624191912,-111.9748551566892
33.07453644649015,-111.9748414770197
33.07453635507017,-111.9748739802476
33.07453567025516,-111.9749532428338
33.07453679066846,-111.9748224266082
33.0745365097886,-111.9748666771971
33.07453505419156,-111.9750403520264
33.07453639415949,-111.9748773045364
33.07453696697199,-111.9748331731161
33.0745371420248,-111.9748191066257
33.07453640740067,-111.974917229624
33.07453682740007,-111.9748635114406
33.07453617475567,-111.9749969223422
33.07453698070172,-111.9748522274751
33.07453565225191,-111.9750262902035
33.0745370501804,-111.9749099319571
33.07453674960912,-111.9749317269641
33.07453656398316,-111.974972113652
33.07453654123005,-111.9750041538427
33.0745371356923,-111.9748989950895
33.07453699563226,-111.9749751717247
33.07453741431176,-111.9748883308985
33.07453740715557,-111.9748850842608
33.07453644301806,-111.97502919764
33.07453617314996,-111.9750512248819
33.07453645953736,-111.9750187624553
33.07453681895174,-111.9749936055908
33.07453743311419,-111.9749608375831
33.07453813009886,-111.974863371211
33.07453817100129,-111.9748664636229
33.07453758038113,-111.9749503265414
33.07453747340991,-111.9749640072873
33.0745379748073,-111.9748957191369
33.07453873514165,-111.9748192787947
33.07453773381339,-111.974972319804
33.07453821469198,-111.9749316271763
33.07453713153892,-111.975036857838
33.07453868342157,-111.9748550290201
33.07453785085538,-111.9749531895885
33.07453917264991,-111.9748299122352
33.0745394695778,-111.9748085809808
33.07453825962838,-111.9749425268333
33.07453841364911,-111.9749394752211
33.07453964063076,-111.9748116748282
33.07453955573077,-111.974822534404
33.07453821835582,-111.9749935823785
33.07453940817247,-111.9748330840926
33.07453933367506,-111.9748634231357
33.07453880749427,-111.9749099126913
33.07453853697625,-111.9749861265382
33.07453832130759,-111.9749970619699
33.07453795685539,-111.975018701674
33.0745380801538,-111.975015417826
33.07453856760828,-111.9750155005024
33.07453904977125,-111.9749205439786
33.07453836241377,-111.9750292574636
33.07453841469491,-111.9750475392577
